salary,educationType,jobTitle,qualification,gender,dateModify,skills,otherInfo
30000,Среднее профессиональное,,,Женский,2021-07-21,,
20000,,,,Мужской,2021-03-23,,
30000,Высшее,,,Мужской,2021-03-18,,
10000,,,,Женский,2021-10-06,,
25000,Среднее,,,Мужской,2021-07-14,,
30000,Среднее,,,Женский,2021-06-03,,
15000,Среднее,,,Мужской,2021-10-20,,
40000,Высшее,экономист,экономист,Женский,2021-05-29,"Word, Internet, Excel",
30000,Среднее профессиональное,бухгалтер,,Женский,2021-09-24,,
25000,Незаконченное высшее,продавец,,Женский,2021-10-31,"Word, опытн, Excel, Outlook",
10000,Среднее профессиональное,оператор,,Мужской,2020-05-21,,
70000,,,,Мужской,2021-11-20,,
30000,Среднее профессиональное,,,Женский,2021-05-04,,
35000,Высшее,инспектор,менеджер,Мужской,2020-03-24,делов,
20000,Высшее,,инженер,Женский,2021-07-14,,
10000,Среднее,,,Мужской,2021-01-11,,
30000,,,,Мужской,2021-05-06,,
13000,Среднее профессиональное,воспитател,,Женский,2021-07-06,,
20000,,,,Женский,2021-04-26,,
20000,Среднее,продавец,,Женский,2021-05-06,,
25000,Среднее профессиональное,,,Женский,2021-09-30,,
40000,Высшее,менеджер,экономист,Женский,2021-02-18,,
25000,Высшее,инспектор,,Женский,2021-01-14,"техник, Word, активн, Adobe, Photoshop",
50000,Среднее профессиональное,воспитател,учител,Женский,2021-05-24,"организаторск, уверен, способн",
30000,Среднее,,,Женский,2021-07-27,,
30000,Среднее профессиональное,,повар,Женский,2021-10-25,"целеустремлен, коммуникативн, самостоятельн",
15000,,,,Мужской,2021-07-30,,
50000,Высшее,,,Женский,2021-08-07,,
40000,,,,Мужской,2021-10-08,,
30000,Высшее,администратор,экономист,Женский,2021-08-03,,
14000,Высшее,кассир,экономист,Женский,2020-10-14,"стрессоустойчив, конфликтн, способн",
35000,Среднее профессиональное,,,Мужской,2021-11-15,,
20000,Высшее,аппаратчик,,Мужской,2021-05-17,,
17000,Среднее профессиональное,преподавател,учител,Женский,2021-09-18,"творческ, организаторск, активн, способн, грамотн, поставлен","педагогический, творческий"
32000,,,,Женский,2020-08-20,,
25000,Высшее,кассир,экономик,Женский,2021-05-30,"Word, бухгалтерск",
20000,Среднее,,,Женский,2021-09-07,,
13000,Среднее профессиональное,менеджер,,,2019-11-26,,
20000,Среднее,,,Мужской,2021-04-06,,
20000,Среднее профессиональное,,,Женский,2019-10-29,коммуникабельн,
20000,Среднее,,,Женский,2021-07-23,,
25000,Среднее профессиональное,,техник,Мужской,2021-09-27,,
20000,Незаконченное высшее,,,Женский,2019-09-20,,
30000,Среднее профессиональное,директор,,Женский,2021-05-03,,
15000,Среднее,,,Женский,2021-07-21,,
35000,Среднее,оператор,,Женский,2021-01-29,,
60000,Среднее профессиональное,,,Мужской,2020-07-11,,
20000,Среднее профессиональное,продавец,,Мужской,2019-05-16,"дисциплинирова, ответствен",
100000,,,,Мужской,2020-10-28,,
20000,Среднее профессиональное,продавец,,Женский,2021-03-22,,
30000,Высшее,,учител,Женский,2021-09-08,,
20000,,,,Женский,2021-07-08,,
25000,,,,Женский,2019-05-16,,
25000,Среднее профессиональное,повар,повар,Женский,2021-01-23,,
80000,Высшее,менеджер,экономист,Мужской,2021-04-02,,
50000,,,,Мужской,2021-05-11,,
13000,Высшее,,экономист,Мужской,2021-10-13,,
20000,Среднее,,,Мужской,2021-03-06,,
40000,Среднее,,,Мужской,2020-06-17,,
20000,Высшее,менеджер,,Женский,2021-07-14,"стрессоустойчив, самостоятельн, способн, исполнительн, пунктуальн, целеустремлен",
20000,Среднее,кассир,,Женский,2020-08-03,поставлен,
50000,Высшее,,менеджер,Мужской,2021-04-25,"эффективн, делов, информацион, аналитическ","художественный, английский, свободный"
20000,Высшее,,,Мужской,2021-08-09,,
30000,Высшее,,психолог,Женский,2021-09-24,,
30000,Среднее,,,Мужской,2021-07-14,,
20000,Высшее,,,Женский,2021-09-11,"Word, оперативн, Excel",
75000,Среднее профессиональное,машинист,слесар,Мужской,2021-10-21,тракторист,
40000,Высшее,бухгалтер,экономист,Женский,2021-06-09,"бухгалтерск, налогов, уверен, производствен",
25000,Среднее,пекар,,Женский,2021-03-16,,
25000,Среднее профессиональное,парикмахер,программист,Женский,2020-12-01,,
15000,Среднее,,,Женский,2021-10-26,,
12000,Среднее,уборщик,,Женский,2021-05-25,качествен,
25000,Высшее,,,Женский,2021-02-11,ответствен,
40000,,,,Женский,2020-08-25,,
50000,Высшее,,экономист,Мужской,2021-07-29,,"хороший, опытный, аналитический, быстрый, водительский"
30000,Высшее,директор,учител,Женский,2021-05-18,уверен,
30000,,,,Женский,2021-06-19,,
78000,Среднее,,,Женский,2021-07-21,,
20000,Высшее,,экономист,Женский,2021-06-02,,
50000,Высшее,директор,преподавател,Мужской,2020-06-27,,
30000,Среднее,,,Мужской,2021-07-17,,
50000,Высшее,,,Женский,2021-08-30,,
20000,,,,Женский,2021-03-22,,
20000,Среднее,,,Женский,2021-03-08,,
20000,Незаконченное высшее,,,Женский,2021-02-25,,
20000,,уборщик,,Женский,2021-01-31,,
20000,,,,Мужской,2020-09-07,,
80000,Среднее,водител,,Мужской,2021-11-24,,
30000,Среднее профессиональное,,,Женский,2021-05-05,"Word, уверен, Excel",
15000,Высшее,учител,,Женский,2021-05-30,ответствен,
100000,Высшее,,инженер,Мужской,2021-04-08,"трудолюбив, исполнительн",
20000,Высшее,,учител,Женский,2021-05-20,,
35000,Среднее,,,Мужской,2021-05-23,,
25000,Высшее,воспитател,психолог,Женский,2021-02-04,,
10000,Высшее,водител,экономик,Мужской,2019-05-16,,
20000,Среднее профессиональное,,электромонтер,Мужской,2021-08-26,,
20000,Среднее профессиональное,кондуктор,,Женский,2021-03-15,пунктуальн,
90000,Среднее,,,Мужской,2021-10-23,,
50000,,,,Женский,2021-04-13,,
30000,,,,Мужской,2021-05-27,,
29000,Среднее,,,Мужской,2020-07-15,,
40000,,,,Женский,2021-08-03,,
25000,Высшее,воспитател,психолог,Женский,2021-08-09,добросовестн,
25000,Среднее,грузчик,,Мужской,2021-03-16,,
28000,,,,Женский,2021-07-29,,
10000,,,,Женский,2021-05-24,,
35000,Высшее,администратор,юрист,Женский,2021-03-14,,
30000,,,,Женский,2021-06-10,,
20000,,оператор,,Женский,2021-02-02,,
30000,,электрогазосварщик,,Мужской,2019-05-16,,
65000,Высшее,,,Мужской,2021-02-28,,
85000,Среднее профессиональное,конструктор,,Женский,2020-10-25,,
25000,Среднее профессиональное,кладовщик,бухгалтер,Женский,2021-03-08,,
30000,Высшее,,бухгалтер,Женский,2021-07-22,,
15000,Среднее профессиональное,продавец,,Женский,2021-07-29,,
35000,,,,Мужской,2021-01-18,,
18000,Среднее профессиональное,продавец,повар,Женский,2021-08-27,,коммуникабельный
20000,Среднее,,,Женский,2020-07-12,,
35000,Высшее,,,Женский,2021-08-05,,
50000,Среднее,,электрогазосварщик,Мужской,2021-11-25,,
20000,Высшее,,,Женский,2021-08-18,,
55000,Незаконченное высшее,,,Мужской,2021-01-14,,
40000,Среднее профессиональное,охранник,менеджер,Мужской,2020-10-16,уверен,
25000,,,,Мужской,2019-05-16,,
30000,,,,Женский,2021-08-13,,
15000,,,,Женский,2021-09-03,,
15000,Среднее,продавец,контролер,Женский,2021-05-20,,
45000,Высшее,машинист,,Мужской,2021-05-13,"компьютерн, техник, Word, Adobe, Outlook, Office, свободн, опытн, Excel, базов, Photoshop",здоровый
30000,Среднее,,,Женский,2021-03-24,,
250000,,,,Женский,2021-09-15,,
45000,Среднее профессиональное,продавец,,Женский,2021-11-19,,
13000,Среднее,,,Мужской,2021-08-12,,
40000,Среднее профессиональное,,техник,Мужской,2020-09-03,,
18000,,,,Женский,2020-07-10,,
20000,,,,Женский,2021-01-07,,
50000,Высшее,экономист,экономист,Женский,2021-03-24,,
45000,Высшее,,преподавател,Женский,2021-09-16,,
25000,Среднее профессиональное,,артист,Мужской,2020-11-02,,
15000,Высшее,,,Женский,2020-06-24,,
30000,Среднее,монтажник,,Мужской,2019-05-16,,
30000,,,,,2020-11-07,,
40000,,,,Мужской,2021-08-10,,
60000,Среднее профессиональное,,юрист,Женский,2021-09-08,,
20000,Высшее,,экономист,Женский,2021-02-17,,
15000,,продавец,,Женский,2021-11-10,,
70000,Высшее,,инженер,Мужской,2021-09-08,техническ,
30000,Среднее,,,Мужской,2021-08-23,,
50000,Высшее,,,Женский,2021-11-18,,
100000,Среднее профессиональное,,художник,Мужской,2020-11-01,,
30000,Среднее,,,Мужской,2021-07-29,,
15000,Среднее профессиональное,,повар,Женский,2021-08-20,,
12792,,,,Женский,2021-03-21,,
25000,Высшее,,инженер,,2020-02-27,,
25000,,продавец,,Женский,2021-04-28,,
25000,Среднее профессиональное,,,Женский,2020-11-06,"пунктуальн, ответствен",
95000,Среднее,бухгалтер,бухгалтер,Женский,2021-02-08,,
20000,Среднее профессиональное,бухгалтер,,Женский,2021-01-19,,
20000,Высшее,бухгалтер,экономист,Мужской,2021-10-13,,
30000,Высшее,инженер,инженер,Мужской,2020-04-27,,
50000,Среднее,,,Мужской,2021-03-23,пунктуальн,
30000,,,,Мужской,2020-04-24,,
30000,Среднее профессиональное,сторож,слесар,Мужской,2021-06-13,,"технический, готовый"
20000,,уборщик,,Женский,2021-03-09,,
45000,Высшее,воспитател,,Женский,2021-07-07,"грамотн, оперативн, способн, коммуникабельн",
50000,Высшее,,юрист,Женский,2021-05-01,,
20000,,,,Женский,2021-07-20,,
16000,Среднее профессиональное,,повар,Женский,2021-06-24,ответствен,
140000,Высшее,директор,,Женский,2021-11-11,,
13000,Среднее,,,Женский,2021-03-19,,
20000,Среднее,оператор,,Мужской,2021-01-20,ответствен,"физический, постоянный"
25000,Среднее профессиональное,,,Мужской,2021-10-18,,
20000,,преподавател,,Женский,2021-07-30,целеустремлен,
40000,,,,Мужской,2021-04-01,,
25000,,,,Женский,2021-09-27,,
13000,Среднее,дворник,,,2019-05-16,исполнительн,
70000,Высшее,,,Мужской,2021-10-06,,
20000,,машинист,,Женский,2021-10-26,,
12000,,,,,2019-05-16,,
25000,Высшее,машинист,инженер,Мужской,2021-05-10,ответствен,
35000,Среднее профессиональное,,,Женский,2021-04-20,,
30000,Среднее,водител,,Мужской,2021-09-07,,
10026,,,,,2020-03-20,,
40000,Высшее,кассир,менеджер,Женский,2020-05-17,аналитическ,
25000,Высшее,бухгалтер,,Женский,2021-11-19,,
80000,Высшее,,,Мужской,2021-09-01,"финансов, техническ, активн, готов, успешн, производствен, оперативн",
40000,,,,Мужской,2021-03-03,,
30000,Среднее профессиональное,,слесар,Мужской,2021-02-16,,
50000,Среднее,предпринимател,,Мужской,2020-11-18,,
16000,Среднее профессиональное,машинист,слесар,Мужской,2021-07-05,тракторист,
30000,Среднее,водител,,Мужской,2020-04-16,,
40000,Высшее,лаборант,,Женский,2020-04-20,способн,
50000,Высшее,,экономист,Женский,2021-01-07,аналитическ,
40000,Среднее,,,Женский,2020-09-13,,
10000,,,,Мужской,2021-03-25,,
25000,Среднее профессиональное,педагог,финансист,Женский,2021-07-06,,
33000,,,,Женский,2021-09-06,,
30000,Среднее,,,Мужской,2021-06-29,,
40000,,,,Мужской,2019-06-13,,
20000,Среднее профессиональное,,,Женский,2021-04-13,,
10000,Среднее,,,Женский,2020-07-16,способн,
20000,,,,Женский,2021-03-22,,
25000,Среднее,уборщик,,Женский,2021-05-20,,
20000,Среднее профессиональное,администратор,,Женский,2021-04-02,,
20000,Среднее профессиональное,машинист,,Мужской,2021-07-11,,
20000,Среднее,слесар,,Мужской,2021-02-19,,
50000,Незаконченное высшее,автослесар,,Мужской,2020-08-01,ответствен,
90000,Высшее,,,Мужской,2020-11-01,грамотн,
30000,Высшее,менеджер,,Женский,2021-05-09,,
25000,,продавец,,Женский,2021-06-19,"стрессоустойчив, конфликтн, готов",
40000,Высшее,менеджер,экономист,Мужской,2021-04-20,ответствен,
80000,Высшее,бухгалтер,экономист,Женский,2021-05-25,"внимательн, ответствен, стрессоустойчив, поставлен, целеустремлен, коммуникабельн",
70000,Среднее,,,Мужской,2020-10-01,,
22000,Среднее профессиональное,машинист,,Женский,2021-04-28,,
45000,Высшее,,,Женский,2021-01-06,"поставлен, качествен",
20000,Среднее,,,Женский,2021-02-19,,
12000,,,,Женский,2021-04-15,,
25000,Высшее,кладовщик,,Мужской,2020-06-25,,
30000,,,,,2020-04-15,,
30000,Среднее,,,Женский,2019-05-16,,
16000,Среднее профессиональное,кассир,,Женский,2021-10-15,,
50000,Среднее профессиональное,повар,,Мужской,2020-10-01,,
15000,Среднее профессиональное,,,Мужской,2020-07-14,,
30000,Высшее,менеджер,инженер,Женский,2021-08-02,"Word, свободн, Internet, Excel",
20000,Среднее профессиональное,продавец,техник,Женский,2021-11-20,,
15000,Среднее профессиональное,,,Женский,2021-10-11,,
40000,,,,Мужской,2021-11-05,,
13000,,,,Женский,2021-07-12,,
35000,Незаконченное высшее,,,Женский,2021-11-25,,
25000,Среднее профессиональное,,,Мужской,2020-10-06,,
20000,Среднее профессиональное,,,Женский,2021-01-21,,
45000,Высшее,,,Мужской,2021-07-19,"трудолюбив, целеустремлен",хороший
20000,Среднее,повар,,Женский,2021-02-09,,
35000,Среднее,,,Женский,2020-11-24,"исполнительн, ответствен",
30000,Среднее профессиональное,,,,2019-05-16,,
20000,Среднее,,,Женский,2021-08-28,,
18000,,,,Женский,2021-09-25,,
30000,Высшее,,инженер,Мужской,2021-11-30,,
60000,Среднее,,,Мужской,2020-08-01,,
10000,Среднее профессиональное,продавец,,,2019-05-16,,
30000,,,,Женский,2021-03-10,,
15000,,,,Женский,2021-01-23,,
25000,,,,Женский,2020-07-11,,
30000,Незаконченное высшее,,,Женский,2020-05-08,,
200000,Высшее,,инженер,Мужской,2021-03-02,"ответствен, организаторск, способн, аналитическ",
25000,Высшее,кассир,,Женский,2021-09-15,,
13000,Среднее профессиональное,менеджер,зоотехник,Женский,2021-06-27,,
20000,,,,,2019-11-14,,
20000,,,,Мужской,2021-06-18,,
50000,Незаконченное высшее,директор,,Женский,2021-06-19,,
50000,Высшее,менеджер,,Женский,2021-01-31,"коммуникативн, внимательн",
40000,Высшее,,юрист,Мужской,2021-11-20,,
20000,,,,Женский,2020-08-19,,
50000,Высшее,,,Женский,2021-04-24,,
50000,Незаконченное высшее,инженер,,Женский,2021-10-12,,
30000,Среднее,,,Мужской,2020-09-08,,
25000,Среднее профессиональное,контролер,,Женский,2021-04-20,,
25000,Среднее профессиональное,техник,юрист,Женский,2021-07-20,"Microsoft, техник, Word, Internet, Outlook, грамотн, уверен, Excel","хороший, грамотный, организаторский"
20000,Среднее профессиональное,,,Мужской,2021-10-07,,
30000,Среднее,официант,,Женский,2021-03-04,,
25000,Среднее профессиональное,бухгалтер,,Женский,2019-05-16,,
20000,Среднее профессиональное,,,Мужской,2021-04-26,,
30000,Незаконченное высшее,аппаратчик,,Женский,2019-05-16,,
45000,,дизайнер,,Женский,2021-06-20,,
25000,,,,Женский,2019-05-16,,
50,Высшее,,инженер,Женский,2021-05-29,,
50000,Среднее,сборщик,,Мужской,2021-05-08,,
15000,,,,Женский,2020-09-16,,
20005,Высшее,,,Женский,2021-04-24,,
25000,Среднее,,,Женский,2021-05-06,"ответствен, коммуникабельн",
160000,Высшее,инженер,инженер,Мужской,2020-09-09,"техническ, производствен",
40000,Среднее,секретар,,Женский,2021-02-02,,
20000,Среднее профессиональное,бухгалтер,,Женский,2021-11-03,,
17000,Среднее профессиональное,товаровед,менеджер,,2021-08-03,,
20000,,продавец,,Женский,2021-01-12,,
25000,,,,Женский,2021-09-04,,
90000,Высшее,,инженер,Мужской,2019-05-16,,
15000,Среднее профессиональное,,,Женский,2020-01-07,,
30000,Высшее,инспектор,,Женский,2020-11-15,грамотн,
35000,Среднее,,,Мужской,2021-05-24,стрессоустойчив,
25000,Среднее профессиональное,машинист,машинист,Мужской,2021-06-24,,
30000,Среднее профессиональное,,бухгалтер,Мужской,2020-07-21,,
25000,,,,Мужской,2021-09-30,,
25000,,продавец,,Женский,2021-08-04,,
40000,Среднее профессиональное,,,Женский,2021-09-15,,
35000,Высшее,,инженер,Мужской,2021-07-04,"Word, AutoCAD, Excel",женатый
40000,Незаконченное высшее,,,Мужской,2020-11-11,,
13700,Среднее,оператор,,Мужской,2021-05-18,,
30000,Высшее,,юрист,Мужской,2021-01-21,,
60000,Среднее профессиональное,оператор,,Мужской,2021-04-28,"стрессоустойчив, целеустремлен, коммуникабельн",
10000,Среднее,,,Женский,2021-08-02,стрессоустойчив,
35000,Среднее профессиональное,,повар,Мужской,2020-06-19,,
40000,Высшее,менеджер,,Женский,2021-05-21,,
25000,,,,Женский,2020-04-29,,
70000,Высшее,инженер,инженер,Мужской,2021-10-14,,
15000,Среднее профессиональное,повар,,Женский,2021-03-06,,
15000,Среднее,кассир,,Женский,2021-09-26,,
15000,,,,Женский,2021-06-26,,
80000,Среднее,,,Мужской,2020-09-09,,
15000,Среднее,сторож,,Женский,2021-10-08,,
40000,Среднее профессиональное,электрогазосварщик,электрогазосварщик,Мужской,2021-06-23,,
40000,,,,Мужской,2021-10-02,,
25000,Высшее,,,Женский,2021-11-03,"внимательн, Adobe, Office, уверен, Photoshop, аккуратн",
25000,Среднее профессиональное,бухгалтер,,Женский,2021-03-28,ответствен,
50000,Высшее,инспектор,юрист,Мужской,2020-08-19,,
50000,Незаконченное высшее,,техник,Женский,2021-07-08,,
10,,,,Мужской,2020-07-04,,
80000,Высшее,,экономист,Женский,2021-04-19,,
15000,Среднее,,,Мужской,2020-09-19,,
15000,,,,Женский,2021-07-30,,
20000,,,,Женский,2021-04-30,,
12000,,,,Мужской,2021-08-26,,
60000,Высшее,бухгалтер,экономист,Женский,2021-08-22,,
150000,Высшее,инженер,инженер,Мужской,2020-07-09,,
28000,Высшее,продавец,,Женский,2021-10-08,,
20000,Среднее профессиональное,продавец,,Мужской,2021-08-24,,
20000,,,,Мужской,2021-11-10,,
30000,Среднее профессиональное,бурильщик,техник,Мужской,2020-07-09,"исполнительн, ответствен",
50000,Среднее,водител,,Мужской,2021-02-05,,
30000,Высшее,учител,,Женский,2021-06-07,,
15000,Среднее профессиональное,бухгалтер,бухгалтер,,2021-09-15,,
28000,Высшее,,,Женский,2021-10-23,,
40000,Высшее,директор,,Женский,2021-07-05,,
200000,Среднее,менеджер,,Мужской,2021-10-08,,
20000,Среднее,,,Женский,2021-09-13,,
40000,,,,Мужской,2020-10-18,,
30000,Высшее,администратор,инженер,Женский,2021-07-28,,
25000,,,,Женский,2021-01-12,,
45000,,,,Женский,2021-07-07,,
80000,Высшее,,,Женский,2021-04-18,,
14000,,,,Женский,2021-06-19,,
15000,,,,Женский,2021-03-22,,
50000,,,,Мужской,2020-08-05,,
30000,Среднее,,,Женский,2021-09-27,,
20000,Среднее,,,Женский,2021-08-27,,
15000,Среднее профессиональное,слесар,,Мужской,2021-02-13,,
15000,Среднее,,,Женский,2020-08-18,,
40000,,,,Мужской,2021-06-23,,
30000,Высшее,,,Мужской,2021-04-07,"целеустремлен, ответствен",
15000,,,,Женский,2021-06-10,,
40000,Среднее профессиональное,оператор,,Женский,2021-10-23,,
55,Высшее,,юрист,Женский,2021-01-26,,
25000,,,,Женский,2020-08-12,,
40000,Среднее,,,Женский,2020-04-26,,
35000,Высшее,оператор,экономист,Женский,2021-04-07,,
40000,Среднее профессиональное,,слесар,Мужской,2020-10-12,,
25000,Среднее профессиональное,продавец,техник,Женский,2021-09-28,"техник, Adobe, Office, уверен, Photoshop",
25000,,,,Мужской,2020-12-10,,
50000,Среднее,,,Женский,2021-06-18,,
30000,Среднее профессиональное,оператор,,Мужской,2020-09-20,,
10000,Высшее,кондуктор,,Мужской,2021-10-05,,
40000,Среднее,,,Женский,2021-03-11,,
20000,Среднее профессиональное,продавец,,Женский,2021-06-19,,
50000,Высшее,менеджер,инженер,Женский,2021-02-18,,
15000,Среднее профессиональное,,секретар,Женский,2021-04-14,,
20000,,,,,2020-12-10,,
50000,Среднее,,,Мужской,2021-08-30,,
15000,Среднее,,,Женский,2021-08-19,,
20000,Среднее профессиональное,продавец,коммерсант,Женский,2021-03-15,,
10000,Среднее,,,Мужской,2021-06-22,,
80000,Высшее,механик,юрист,Мужской,2021-04-01,,
20000,Среднее профессиональное,менеджер,юрист,Женский,2021-06-26,"техник, исполнительн, готов, поставлен, целеустремлен",
40000,Среднее,,,Мужской,2020-04-18,,
20000,Среднее,,,Женский,2021-10-25,,
7300,Незаконченное высшее,,,Женский,2020-10-26,,
30000,Среднее профессиональное,водител,,Мужской,2021-02-16,,
20000,,,,Женский,2021-07-09,,
20000,Высшее,контролер,,Мужской,2021-10-27,,
15000,Среднее профессиональное,грузчик,автомеханик,Мужской,2020-01-01,,
50000,,,,Мужской,2019-05-16,,
1500,Среднее,,,Женский,2020-11-01,,
15000,Высшее,,,Женский,2020-12-01,,
15000,Незаконченное высшее,,,Женский,2021-02-04,,
10000,Высшее,продавец,,Женский,2021-06-23,,
25000,Среднее профессиональное,продавец,,Женский,2021-02-17,,
25000,Среднее,,,Мужской,2020-09-16,,
20000,Незаконченное высшее,администратор,,Женский,2021-06-12,,
32206,Среднее профессиональное,машинист,,Мужской,2021-05-13,,
35000,Среднее,,,Мужской,2021-08-08,,
50000,Среднее,,,Мужской,2020-10-10,,
15000,,,,Женский,2019-05-16,,
20000,Высшее,инженер,инженер,Женский,2021-11-03,,
20000,Высшее,,преподавател,Мужской,2020-06-02,,
30000,Высшее,,архитектор,Женский,2021-06-25,ответствен,
25000,,,,Мужской,2021-03-22,,
25000,Высшее,воспитател,менеджер,Женский,2021-10-21,,
35000,Среднее,,,Мужской,2021-10-21,,
30000,Среднее,,,Женский,2021-07-18,,
35000,Среднее,,,Мужской,2020-08-15,,
25000,Среднее профессиональное,,,Женский,2021-08-20,,
15000,Среднее профессиональное,плотник,,Мужской,2019-10-11,,
69000,Среднее профессиональное,,,Женский,2021-08-09,,
35000,Высшее,менеджер,,Мужской,2019-05-16,"делов, техник, организаторск, способн, грамотн, уверен, устн",способный
30000,Высшее,,,Женский,2021-01-13,,
25000,,,,Мужской,2021-10-05,,
15000,Среднее,,,Женский,2021-02-08,,
15000,Среднее,оператор,,,2020-03-27,,
30000,Среднее,,,Женский,2021-11-25,,
25000,Среднее,кочегар,,Мужской,2021-05-01,,
20000,,,,Женский,2021-01-30,,
20000,Высшее,продавец,,Женский,2021-07-19,,
20000,Высшее,оператор,экономист,Женский,2020-09-04,"организаторск, способн",
25000,Среднее,,,Мужской,2020-05-30,,
15000,Высшее,,учител,Женский,2021-08-04,"базов, уверен, техник",
70000,Высшее,менеджер,экономист,Женский,2020-08-11,"успешн, ответствен",
40000,Среднее профессиональное,,,,2019-09-02,,
50000,Высшее,,,Женский,2021-07-14,,
15000,,,,Мужской,2020-10-01,,
20000,,,,,2020-01-22,,
50000,Высшее,,,Женский,2021-11-20,,
50000,Высшее,администратор,,Женский,2021-01-04,,
18000,Среднее профессиональное,,техник,Мужской,2019-05-16,,
50000,Высшее,,,Мужской,2021-06-03,,
27000,Высшее,,,Женский,2020-12-16,,
70000,,,,Женский,2021-03-18,,
30000,Среднее профессиональное,диспетчер,электромонтер,Мужской,2021-07-06,,
20000,Высшее,менеджер,финансист,Мужской,2021-03-01,"самостоятельн, ответствен",
20000,Высшее,оператор,учител,Женский,2021-08-12,Excel,
2030,,,,Женский,2021-04-18,,
30000,Высшее,оператор,юрист,Женский,2021-01-15,,
20000,Высшее,администратор,,,2019-05-16,,
45000,Высшее,администратор,,Мужской,2021-09-24,,
20000,,,,Женский,2021-09-20,,
40000,,,,Женский,2020-12-03,,
30000,Высшее,,химик,Мужской,2021-07-01,,здоровый
45000,Среднее профессиональное,администратор,,Женский,2021-11-29,,
20000,Среднее профессиональное,продавец,,Женский,2020-06-20,"ответствен, Word, Adobe, уверен, Photoshop",
30000,,кассир,,Женский,2021-11-10,,
25000,,,,Женский,2021-05-20,,
3000,Среднее,,,Мужской,2021-07-22,,
20000,,,,Женский,2020-06-20,,
40000,Среднее,,,Женский,2021-03-30,,
35000,Среднее профессиональное,,техник,Мужской,2020-10-09,,
30000,,,,Женский,2021-04-29,,
50000,Высшее,менеджер,,Женский,2020-10-14,"Microsoft, творческ, техническ, аналитическ, Adobe, Office, грамотн, Photoshop, устн",
20000,,,,Женский,2021-01-24,,
20,,,,,2019-05-16,,
10000,,,,,2019-05-16,,
15000,,,,Мужской,2020-10-26,,
40000,Среднее профессиональное,техник,техник,Мужской,2021-11-29,,
19500,Среднее,механизатор,,Мужской,2021-11-23,,
20000,Высшее,,,Мужской,2021-01-15,,
25000,Незаконченное высшее,менеджер,,Женский,2021-08-05,,
50000,Среднее,монтажник,,Мужской,2020-04-16,,
15000,Среднее профессиональное,фельдшер,,,2019-05-16,,
20000,Высшее,библиотекар,,Женский,2021-07-07,,
50,Высшее,менеджер,,Женский,2020-01-05,"Office, грамотн, уверен",
15000,Среднее,,,Мужской,2020-12-17,,
35000,Среднее профессиональное,менеджер,юрист,Мужской,2021-11-15,,
50000,Высшее,экономист,,Мужской,2021-07-26,свободн,
40000,Высшее,директор,экономик,Женский,2020-07-20,"эффективн, информацион",
30000,Среднее профессиональное,повар,,Мужской,2020-10-28,,
25000,Среднее профессиональное,,,Мужской,2021-07-23,,
30000,Среднее профессиональное,,,Мужской,2020-04-27,,
25000,,,,Женский,2021-09-22,,
25000,Среднее профессиональное,,,Мужской,2020-05-05,,отзывчивый
15000,Высшее,,юрист,Женский,2021-11-24,"Word, компьютерн, Excel",
12000,Среднее,,,Женский,2021-09-13,,
40000,Высшее,директор,инженер,Мужской,2019-05-16,"Microsoft, Office, уверен, PowerPoint","водительский, готовый"
20000,Высшее,врач,,Женский,2021-02-18,,
30000,Высшее,кассир,экономист,Женский,2021-01-16,,
25000,Среднее,,,Мужской,2020-08-14,,
14000,Среднее,,,Женский,2020-11-06,,
45000,Среднее,менеджер,,Женский,2021-02-19,,
101939,Высшее,,врач,Женский,2021-05-23,,
25000,,,,Женский,2021-05-27,,
30000,Среднее профессиональное,проводник,,Женский,2021-09-10,,
30000,Среднее,,,Мужской,2020-05-27,,
15000,Среднее профессиональное,,,Мужской,2021-02-22,,
25000,Среднее профессиональное,менеджер,бухгалтер,Женский,2021-06-01,,
20000,Среднее профессиональное,техник,техник,Мужской,2021-07-13,свободн,
50,,,,Женский,2020-07-12,,
15000,Среднее профессиональное,,,Женский,2021-02-15,,
25000,Среднее профессиональное,,,Мужской,2020-10-10,,
40000,,,,Женский,2021-08-28,,
35000,Среднее,кассир,,Женский,2021-08-03,,
20000,Высшее,,,Мужской,2020-08-24,,
25000,Высшее,монтажник,,,2020-01-14,,
35000,Среднее профессиональное,,,Мужской,2020-06-05,,
14000,,,,Мужской,2021-04-18,,
100000,Высшее,менеджер,,Женский,2021-04-17,,
20000,Среднее,уборщик,,Женский,2021-04-26,,
35000,,,,Женский,2021-05-08,,
40000,,менеджер,,Мужской,2021-04-21,,
15000,Среднее,,,Женский,2021-03-19,ответствен,
25000,,,,Женский,2021-08-11,,
10000,Среднее профессиональное,,,Женский,2021-11-18,,
80000,Высшее,тренер,,Мужской,2021-04-14,,
30000,,слесар,,Мужской,2020-11-08,,
28000,,,,Мужской,2020-07-11,,
35000,Среднее профессиональное,машинист,,Женский,2021-11-26,,
30000,Среднее профессиональное,повар,повар,Женский,2020-05-12,,
40000,,,,Мужской,2021-01-23,,
15000,,,,,2019-05-16,,
50000,Высшее,инструктор,,Мужской,2020-09-08,"пунктуальн, активн, внимательн, аналитическ",свободный
60000,Высшее,электромонтер,инженер,Мужской,2021-03-18,пунктуальн,"технический, художественный"
20000,,,,Женский,2021-11-09,,
